start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,Part,Name,path,speech_ratio
0 days,0 days 00:00:59.164500,25.283379,0.14854525,24.138336,25.275875,26.321527,2.1831913,230.65341,256.1484,93.72891,114.57781,0.26107624,0.81864053,0.05100275,0.20707588,0.4384571,0.38745436,5.0080366,2.63921,3.2461908,1.8773457,0.16678596,0.98669934,41.93261,0.32781878,15.602523,0.7492025,-1.6425282,-9.632641,5.3594747,2.4032285,0.02619762,1.5733558,1.3875333,0.6868454,4.838218,0.49344757,4.529237,3.241511,48.839565,0.20718597,593.2254,0.3520073,1409.9406,0.1473633,-103.54782,-0.87398523,1648.1451,0.17315009,1163.4441,0.22934853,-112.73646,-0.7191958,2882.0835,0.08912693,1127.42,0.19718018,-123.66155,-0.5701485,-23.167961,-0.4295633,46.260838,0.1632319,0.017018095,1.6616181,-0.013486297,-1.2347937,0.24771997,0.608147,50.17088,0.17429279,20.901995,0.50978583,0.9953178,17.473682,4.916846,2.6848984,-12.347306,30.464914,0.022072861,0.0076969042,0.08011926,3.5164835,2.9103215,0.16872093,0.13930725,0.17064516,0.2503357,-26.5615,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/71/voice_recordings/lecture.wav,0.8291467319367314
0 days,0 days 00:00:57.771250,35.589878,0.116529375,32.956665,35.02233,37.633972,4.677307,139.91899,353.4475,161.67186,439.6918,0.57191,0.82557535,0.1139197,0.49982184,0.9565694,0.8426497,11.598938,6.2817874,8.35615,4.8141313,0.35089332,1.0353098,33.46431,0.55921125,-5.8565893,-3.1910431,2.0142953,8.885626,-16.031773,-1.1349436,0.025325796,1.5435423,1.3535141,0.7363054,7.6162376,0.50568944,4.9087324,2.2674875,30.35913,0.49444237,674.12115,0.27407813,1369.786,0.17048313,-61.56792,-1.3903565,1731.1647,0.13665824,1020.8287,0.30886933,-66.47369,-1.1555635,2858.5667,0.085274294,903.1139,0.36035687,-73.36953,-0.9914176,-16.746265,-0.57626003,29.636862,0.3649442,0.08298556,0.25795156,-0.029330213,-0.6106023,0.45142585,0.8082246,40.488617,0.311652,-6.191565,-3.0529006,2.448019,7.365506,-20.639635,-0.82419527,-3.1091754,16.280075,0.08416475,0.015386174,0.079232655,4.0166206,2.1486745,0.33403224,0.3102546,0.119823,0.1730721,-20.909834,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/66/voice_recordings/lecture.wav,0.9349297173439615
0 days,0 days 00:00:57.856000,25.881184,0.21003522,22.979017,24.840332,27.332628,4.353611,293.87946,542.93555,360.39926,776.65967,0.4400043,1.0020063,0.004784348,0.3049621,0.86621076,0.8614264,10.436425,5.744092,7.827016,4.1200805,0.20462847,1.074383,33.99738,0.61204386,-16.96212,-0.9846102,9.9866905,1.7881492,-2.18947,-6.494666,0.029778723,1.5617293,1.7778972,0.7925291,3.311917,0.8037453,0.9231119,8.791086,18.615236,0.8416035,629.3797,0.40893456,1284.3624,0.20664904,-86.92084,-1.1280317,1683.2305,0.17647487,937.02295,0.32987502,-89.15701,-1.0396123,2760.7644,0.108660154,914.21967,0.33791152,-92.83513,-0.9645383,-9.584731,-0.8235258,20.24094,0.4881397,0.07463481,0.30754054,-0.018658768,-1.1456709,0.30074105,0.6984632,46.09456,0.22026682,-20.881683,-0.7715079,11.006532,1.7274289,-4.4135,-3.5837035,-4.0621424,14.10816,0.07974009,0.035741255,0.124742754,3.6134162,3.3396783,0.15932642,0.13885193,0.12815642,0.22493069,-25.300102,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/60/voice_recordings/lecture.wav,0.8273653849270008
0 days,0 days 00:00:57.399750,34.943474,0.13359995,31.910461,34.19038,37.05377,5.1433067,288.6033,639.0332,98.60783,223.09428,0.5233018,0.87401485,0.110996634,0.40725905,0.8901075,0.7791109,11.3615465,6.1944294,9.081322,5.568136,0.3075742,1.090954,25.083197,0.8466592,-7.6817803,-2.551847,-6.3814726,-2.6672451,-17.42058,-0.8265946,0.01881222,1.1866772,1.3462032,0.76770306,6.0582876,0.57970726,-0.72433543,-14.80341,25.872276,0.5194069,752.3269,0.2461179,1401.5144,0.16386956,-97.96825,-0.95544666,1745.8834,0.11726359,1057.8098,0.29829687,-99.39081,-0.87094843,2855.1453,0.08085569,917.09393,0.36959022,-104.80685,-0.78054225,-13.315849,-0.62277067,26.044786,0.40877023,0.076866604,0.31344137,-0.027904965,-0.6521566,0.4358029,0.8166634,34.2572,0.44116274,-8.369537,-2.1167412,-5.588032,-3.2188551,-21.871767,-0.5777583,-4.874932,16.26605,0.07451543,0.004700684,0.17202365,4.2349253,4.133961,0.12059071,0.104476154,0.11248804,0.17858703,-23.660954,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/13/voice_recordings/lecture.wav,0.9244649633327707
0 days,0 days 00:01:18.421375,35.761,0.13471101,32.907284,35.138855,39.496964,6.5896797,160.70284,379.8421,75.83507,139.51056,0.36453065,1.0202575,0.033963155,0.2421674,0.6743012,0.64033806,8.590864,5.5269594,6.2880864,3.8797045,0.21601933,1.1115758,29.014048,0.60453355,9.042572,2.0067194,-1.0051233,-17.321684,-10.748492,-1.7079976,0.0290929,1.5260695,1.706688,0.63201326,7.756009,0.4367781,11.694351,0.80961376,39.3404,0.36936834,731.6742,0.2532886,1380.2642,0.16890873,-102.1378,-0.8792738,1810.6196,0.123558015,1120.6024,0.28814843,-105.500595,-0.7775103,2937.137,0.08384858,1016.85297,0.34189138,-111.84331,-0.6819355,-18.62648,-0.6283993,32.33214,0.40723696,0.077909365,0.2140282,-0.026884764,-0.6761931,0.33181128,0.7144869,37.960854,0.36979777,10.309042,1.8393402,1.8006397,10.631829,-15.283526,-1.2543463,-9.422167,19.718159,0.09210234,-0.00056356704,0.07220696,3.4434385,2.4629912,0.21611398,0.19563875,0.18258426,0.24813475,-24.23486,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/16/voice_recordings/lecture.wav,0.8105449650565336
0 days,0 days 00:01:03.317375,33.23673,0.081258364,31.421055,32.906017,35.04572,3.6246643,56.343166,74.34625,40.577686,84.52658,0.52858603,0.6363704,0.17892048,0.52105135,0.8213688,0.6424483,7.551379,4.369504,5.5030236,3.1272545,0.23175323,0.76182413,24.386665,0.71305305,14.345671,1.0215137,16.463156,1.1076565,-3.2510757,-5.1710405,0.017195702,1.2924993,1.15759,0.70496994,8.259434,0.35148978,10.526748,1.0526356,27.198887,0.45410234,686.5972,0.29045066,1370.6256,0.17220527,-80.9966,-1.0470496,1758.6324,0.12688562,1032.4897,0.33881795,-86.10562,-0.9053518,2873.8435,0.09085933,943.4668,0.39970967,-89.94666,-0.8345648,-18.2369,-0.52890366,27.925829,0.40786153,0.030710133,0.8672003,-0.021716893,-0.7689375,0.2973949,0.5251101,31.112862,0.41751966,13.78375,1.0583584,15.889741,1.2126759,-7.2141004,-2.3837607,-8.641856,16.089764,0.02769158,0.0024282807,0.102912866,4.1390204,2.356104,0.272953,0.23078068,0.15124999,0.25122824,-23.039213,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/81/voice_recordings/lecture.wav,0.9102723682405187
0 days,0 days 00:00:57.685375,26.890263,0.40574065,21.58407,23.160646,25.589972,4.0059013,680.1775,983.34845,242.35913,249.29321,0.50246483,0.87150294,0.07794564,0.40782905,0.86263555,0.7846899,12.525197,7.381379,10.561015,6.331936,0.22845256,1.0713955,17.306667,1.3371276,-3.8304574,-3.8945804,4.4913754,4.340285,-7.600074,-2.1596005,0.029875906,1.335149,1.8424537,0.63697207,1.9032298,1.6329877,2.6752992,3.1219811,16.416668,0.7392782,607.3581,0.44659546,1286.7902,0.2292081,-115.5005,-0.8238493,1626.5206,0.18834443,992.0904,0.3288008,-113.257545,-0.80678284,2683.8887,0.10297579,870.35736,0.3549185,-115.56971,-0.7639136,-6.141712,-2.0239625,18.109434,0.6486569,0.052160066,0.38681057,-0.012145011,-1.7879623,0.33585042,0.7644459,26.599691,0.8480546,-5.9932923,-2.605463,7.7906704,2.723481,-14.058042,-1.1713735,-0.4418701,10.649703,0.042644836,0.009863626,0.14353135,4.49107,3.904894,0.10431111,0.11265125,0.14028572,0.2093707,-25.256407,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/47/voice_recordings/lecture.wav,0.8658009783686272
0 days,0 days 00:01:14.069375,36.20618,0.090907775,33.73425,35.862095,38.66876,4.9345093,65.56603,96.22602,105.05451,387.86697,0.4938376,0.9227329,0.03831555,0.38195732,0.9093409,0.8710254,10.534294,5.9926333,7.1273947,3.8270369,0.2384695,1.1824416,28.480104,0.62998307,-0.38828206,-35.96547,-7.386064,-2.3355646,-4.626873,-3.1383224,0.018039513,1.5761671,1.066068,0.8863812,8.90095,0.40045553,6.510002,1.6065985,30.286575,0.4162903,713.7272,0.25257722,1388.5928,0.16699158,-87.028046,-1.0561175,1740.1686,0.13896891,1068.0394,0.28724623,-89.360634,-0.95240104,2829.5938,0.09920452,991.3838,0.2927713,-96.26932,-0.82893723,-14.148653,-0.5976993,27.569818,0.37883252,0.06767164,0.32485232,-0.022517137,-0.75330585,0.35750473,0.8165829,38.845917,0.30404642,-4.149262,-3.6355808,-9.6751,-1.9144694,-9.248938,-1.5946307,-7.4215784,17.3448,0.016395584,0.011293383,0.049303867,2.8494263,2.3243244,0.254593,0.19047782,0.17122582,0.3220906,-23.12902,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/67/voice_recordings/lecture.wav,0.7987113421634634
0 days,0 days 00:01:02.786812500,33.388435,0.0790976,32.18807,33.312466,34.86149,2.67342,176.11598,301.5947,104.4218,333.69202,0.5431364,0.89715284,0.058885656,0.4477943,0.9534071,0.8945215,11.496669,7.0758424,9.09227,5.9161925,0.2548354,1.0735285,26.934385,0.77568495,0.08470326,176.80742,3.4734254,5.6015196,-5.2694097,-2.750053,0.018570112,1.6576324,1.1233135,0.9512627,8.4072485,0.4020761,4.056716,2.2591066,26.509926,0.3843674,575.81036,0.3318877,1388.1807,0.14857219,-92.81038,-1.0180761,1638.3479,0.14637223,979.76373,0.27045056,-96.47988,-0.90556914,2716.914,0.096782014,907.269,0.3375994,-101.06598,-0.8256859,-14.986066,-0.45246038,25.922342,0.30738375,0.07684065,0.22986686,-0.023896327,-0.601425,0.3618458,0.7377201,38.10606,0.28348058,-3.1383617,-4.296682,6.2457504,3.1873386,-9.027405,-1.5415626,-5.5556703,15.697811,0.070203446,0.01320777,0.12716666,4.1898994,2.5031888,0.21675159,0.16989028,0.16774833,0.25043848,-22.853222,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/39/voice_recordings/lecture.wav,0.8799308771357014
0 days,0 days 00:01:08.437375,34.262024,0.108594425,33.111534,34.59486,36.04323,2.931694,273.12347,573.0872,30.19303,50.79262,0.74828,0.7669653,0.15755416,0.6498151,1.2698336,1.1122794,12.364066,6.2167373,8.893943,4.449003,0.30432084,0.87511706,25.575752,0.5986357,-0.8986508,-19.89015,5.487235,3.4499214,-6.7152367,-2.4713495,0.01729204,1.9645877,1.1308514,0.7030645,7.4372587,0.49233878,4.702577,2.0208914,21.820608,0.49205118,693.3854,0.28147274,1395.3895,0.16640203,-76.9259,-1.183428,1691.0732,0.11440532,1025.5983,0.30437785,-79.37007,-1.0818077,2788.6611,0.084378324,844.17145,0.4440582,-84.440025,-0.97193754,-10.545437,-0.69981676,21.948124,0.43034688,0.05002072,0.53984106,-0.021588933,-0.73047316,0.41303834,0.59870404,31.54475,0.37941867,-3.9061098,-4.553893,5.8665423,3.2699232,-11.431332,-1.3728956,-5.615854,14.565577,0.0064145834,0.004118353,0.09953416,3.6539025,1.7990348,0.35398373,0.30245537,0.20027027,0.30239424,-21.698893,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/36/voice_recordings/lecture.wav,0.8640900386028455
0 days,0 days 00:00:00.256000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036333982,0.27324536,0.03757808,0.039903842,0.041206107,0.0036280267,0.22725545,0.0,-0.09342276,0.0,0.001910715,0.3279617,-2.01121,-0.9418218,4.6679025,0.39837372,2.370132,0.7830636,-1.3970865,-2.1461997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0687131,8.339906,0.02918201,0.029969072,0.0019759673,4.166667,0.0,0.0,0.0,0.17999999,0.0,-71.26875,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/65/voice_recordings/lecture.wav,0.0
0 days,0 days 00:01:05.536000,34.67599,0.08883845,33.763157,34.8285,36.003105,2.2399483,145.19217,258.22382,28.035267,38.885983,0.50298643,0.7824176,0.11253704,0.4407063,0.83977777,0.72724074,8.334922,4.658368,6.1036787,3.6186755,0.23424892,0.93778527,35.53061,0.5015531,7.289043,2.0747764,-8.309499,-1.9723127,-15.052882,-1.0286674,0.02002511,1.8469955,1.2151952,0.807794,8.715824,0.421691,-0.63889796,-16.16262,34.87376,0.3277173,694.45386,0.22114569,1370.9835,0.1433843,-56.62889,-1.4982263,1726.5237,0.12953135,1091.9478,0.25700644,-68.84184,-1.0949668,2904.1252,0.06845758,886.7615,0.33154604,-78.180244,-0.8919972,-19.743317,-0.38715437,35.46732,0.2687382,0.06326939,0.4007609,-0.035002694,-0.49640834,0.2966964,0.7123563,42.849766,0.28882882,5.893752,2.624719,-10.639215,-1.5408311,-20.113401,-0.6713301,-9.516306,19.863945,0.019807847,0.0015246668,0.057224542,3.6019537,1.9092714,0.37832,0.35500243,0.14305554,0.2383914,-22.44994,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/31/voice_recordings/lecture.wav,0.8781746656176239
0 days,0 days 00:01:19.360000,25.472305,0.1885908,22.213238,25.032864,28.1039,5.890663,241.0711,524.0557,104.09262,102.52065,0.40873253,0.8996215,0.04052367,0.34960508,0.71172667,0.671203,8.063069,4.7665606,5.3686533,3.4101605,0.17598344,1.0895168,24.543917,0.6315113,11.88889,1.1604608,12.707489,1.2774441,0.9120063,19.592321,0.03165896,1.7404525,1.494081,0.6230466,3.7859247,0.58642346,9.88321,1.3988149,27.348671,0.37635982,581.325,0.41510996,1302.6512,0.16296272,-115.39386,-0.794236,1623.7886,0.1832169,991.32513,0.30889055,-117.05562,-0.7421857,2701.428,0.11649629,948.3878,0.34234604,-119.92816,-0.69839597,-14.933845,-0.4979648,25.669632,0.34472156,0.022494076,1.3649424,-0.013074464,-1.2847319,0.27392548,0.6995331,30.380943,0.3781424,8.175964,1.5811653,13.601983,1.295983,-6.4752936,-2.7573664,-14.105475,24.276903,0.0055949665,0.0038634164,0.09460963,2.8607435,2.8121061,0.15049326,0.14217794,0.1875576,0.2812153,-26.814356,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/38/voice_recordings/lecture.wav,0.7826619067082808
0 days,0 days 00:01:15.264000,26.653744,0.21539845,23.576397,25.955252,27.980242,4.403845,526.86005,915.88916,145.22574,264.10056,0.49696237,0.9460953,0.0491523,0.37056184,0.8804359,0.83128357,11.690938,7.5188932,8.821874,6.0800147,0.179496,1.1450027,28.272095,0.7093728,-14.854881,-0.888227,9.96931,1.7769922,1.3539866,10.127442,0.021823663,2.0180802,1.4953746,0.84291965,4.3359027,0.6668877,3.2338772,2.4199767,16.783945,0.62623334,603.09607,0.44186795,1270.9019,0.19033,-99.41224,-0.9504021,1621.9688,0.17684895,956.32495,0.29412583,-98.46625,-0.93180263,2646.8726,0.11894502,924.2276,0.27452052,-101.891846,-0.86818516,-6.999046,-0.9853627,16.526663,0.4304745,0.044375144,0.484414,-0.0098043345,-1.750185,0.26863325,0.79381573,40.22254,0.34237924,-18.923143,-0.7056349,14.29139,1.3158507,5.1971693,2.6526663,-1.422168,11.66137,0.04323988,0.013024293,0.07975995,3.4418604,2.9787235,0.16803572,0.16195974,0.16565657,0.23271418,-25.7399,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/35/voice_recordings/lecture.wav,0.8470989177253715
0 days,0 days 00:01:16.373375,37.067608,0.13699132,34.079273,37.167473,39.695374,5.6161003,341.34283,565.2815,126.61338,390.59827,0.6361501,0.83032656,0.11728255,0.549459,1.0592482,0.94196564,12.196221,7.3253284,8.458284,5.703684,0.2746841,1.0234444,20.793123,0.8229697,4.399551,4.077148,2.88322,6.473645,-12.676478,-1.6148151,0.024153432,2.121911,1.2308164,0.7329333,7.8098216,0.5077264,9.091977,1.23468,22.508211,0.5376604,689.48596,0.28277937,1345.6597,0.18450734,-87.05733,-1.0516342,1705.5826,0.1252911,1007.14014,0.32497677,-84.074135,-1.0028263,2846.873,0.07511051,767.10345,0.4852568,-87.72549,-0.9267947,-11.376816,-0.87088615,22.138414,0.49456766,0.06293358,0.35584068,-0.020826183,-0.84971905,0.37927884,0.7482763,26.240826,0.5526128,1.2148923,14.146111,3.0459127,6.477521,-20.185575,-0.90552104,-5.702615,15.7331,0.028890224,0.004575973,0.08958563,3.025144,2.2932775,0.26977143,0.2528895,0.15685186,0.24656522,-22.861155,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/78/voice_recordings/lecture.wav,0.8830309671326617
0 days,0 days 00:01:10.656000,27.486406,0.25223848,23.359621,26.104645,28.608366,5.248745,268.7988,426.9658,260.48047,565.72626,0.44757268,0.8961623,0.06661301,0.36048526,0.76129377,0.69468075,10.842594,7.460195,6.665308,4.0627565,0.29670903,1.1296427,33.16116,0.56267476,4.369335,3.5683365,1.5633018,14.696393,-7.983446,-2.2423596,0.029932208,1.3767914,1.7392558,0.58742464,3.5075765,0.84745586,3.216889,3.7183137,29.387396,0.47159335,601.4752,0.36486024,1346.8226,0.17336185,-99.88896,-0.94052935,1662.3854,0.17161389,1067.3689,0.27336848,-104.07194,-0.83275497,2779.9995,0.10897168,1010.1076,0.28451136,-109.851555,-0.7386492,-16.102354,-0.62621385,31.563997,0.35627434,0.04629664,0.6483736,-0.027486365,-0.74602616,0.43355915,0.79406154,41.38552,0.32756904,5.113391,3.032751,3.70445,6.913119,-10.076988,-1.9609522,-8.663446,21.454258,0.04986859,-0.0042108707,0.14418542,2.916195,3.1732543,0.15696427,0.15536441,0.14661904,0.20730583,-23.134323,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/80/voice_recordings/lecture.wav,0.8795863758795925
0 days,0 days 00:01:12.192000,27.719526,0.3333036,22.58323,25.186483,28.27188,5.68865,406.62735,732.78204,296.3185,571.54016,0.690662,0.8501048,0.10533497,0.58115447,1.1981913,1.0928563,14.431974,7.856435,9.888806,5.857251,0.3033495,1.0597268,16.814466,1.0629084,5.521285,2.4283168,8.037118,2.135541,-5.996628,-2.749548,0.031714175,1.8884193,1.4706925,0.7049042,3.09621,0.9616624,2.0394492,4.6441817,16.787352,0.6749838,671.74304,0.41356552,1215.7657,0.22190589,-113.022026,-0.8307638,1719.8094,0.18514588,986.05286,0.33177102,-112.04693,-0.80008096,2717.1536,0.10879922,877.3841,0.34859267,-112.03672,-0.7878401,-9.34882,-1.0316343,18.05928,0.51998615,0.03670912,0.7297381,-0.019124119,-0.9752894,0.44025677,0.72163886,22.13328,0.70422494,3.087556,4.335391,13.497292,1.279651,-10.666855,-1.6505761,-5.3042307,14.021198,0.023295736,-0.0011175469,0.18097341,3.6852314,3.2441425,0.13641025,0.13903794,0.16285715,0.2654431,-22.540121,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/54/voice_recordings/lecture.wav,0.8213105514725935
0 days,0 days 00:01:13.045375,31.584484,0.1350248,27.958351,31.717615,34.824722,6.866371,125.43563,217.7241,52.301815,64.132805,0.42295077,0.9227126,0.057163283,0.312573,0.73386014,0.67669684,10.243696,5.439573,7.22155,4.355903,0.242037,1.0877393,33.498676,0.5130817,13.818384,1.1794438,-2.6124485,-7.0589595,10.004051,1.5148586,0.02711557,1.7166297,1.3811975,0.8153485,6.985055,0.47225264,4.842661,2.1017094,36.372616,0.31681806,612.10376,0.29432398,1399.0171,0.14111707,-84.46359,-1.050689,1694.739,0.13228776,1061.3804,0.27272487,-90.670265,-0.8969071,2828.477,0.09425006,1087.7922,0.2530564,-99.707245,-0.74629885,-19.470407,-0.4897588,32.46795,0.3442156,0.04983012,0.5890693,-0.026471177,-0.61601144,0.3340906,0.7993179,41.471672,0.2850763,12.634771,1.2531532,-3.3833606,-5.994715,10.660951,1.4192181,-11.895877,22.780005,0.032627273,-0.00012401231,0.08934339,3.7244968,2.8912032,0.20663507,0.18259206,0.13943502,0.21405609,-23.58913,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/17/voice_recordings/lecture.wav,0.8473644356029006
0 days,0 days 00:00:16.981375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011408062,0.52317584,0.006734244,0.009291568,0.015646925,0.008912681,0.20317711,0.35970372,0.1023444,0.1161601,0.004025967,1.3699236,14.321981,0.6417195,22.736572,0.42375666,16.448074,0.4506531,16.533514,0.4097451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.399323,29.926414,-0.02866699,0.0268545,0.004040899,0.70713025,0.0,0.0,0.0,16.91,0.0,-61.63105,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/73/voice_recordings/lecture.wav,0.0
0 days,0 days 00:00:01.962687500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034324847,0.59292907,0.025785232,0.027367434,0.037742306,0.011957074,0.8962442,0.72147775,0.19413313,0.047783032,0.008315491,2.3323326,16.843374,0.27045456,10.229537,0.43948933,6.6144543,0.60920584,12.888534,0.50175697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.278218,24.012012,-0.007719457,0.02073276,0.008411082,1.0256411,0.0,0.0,0.0,1.89,0.0,-50.123318,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/15/voice_recordings/lecture.wav,0.0
0 days,0 days 00:01:03.317375,35.354134,0.11045093,33.498497,35.306072,37.188656,3.6901588,211.88298,497.07053,187.22704,487.6189,0.48736715,0.814136,0.08551289,0.4167614,0.82784253,0.74232966,9.841637,6.6849613,7.9292355,5.635482,0.21477218,1.1415396,26.903154,0.7088111,6.530762,2.6359403,12.841031,1.3261573,-8.759149,-2.2621322,0.020003252,1.8437055,1.0964149,1.0050162,10.002162,0.3246455,8.264404,1.3048873,29.410204,0.3544907,709.60614,0.24903592,1336.5627,0.17597891,-91.95867,-0.9657887,1785.5121,0.12523107,987.3583,0.33799234,-97.564415,-0.822885,2895.7463,0.06768389,846.94403,0.38489676,-101.06191,-0.76454514,-18.486229,-0.5036505,29.283339,0.3924538,0.047953773,0.55138046,-0.025023675,-0.71906275,0.28521967,0.80528396,36.29574,0.3779653,6.848829,2.2789292,14.13424,1.2801893,-17.199429,-1.0414684,-7.0839314,16.336893,0.0007635721,0.008934727,0.10815274,3.7440758,2.5466626,0.2273292,0.18388073,0.15019354,0.22248872,-23.122213,voice_recordings,lecture.wav,Trust-UBA-V2/dataset/8/voice_recordings/lecture.wav,0.8892354677877398
