,r2,r,MAE,MSE,RMSE,fold,r2_fold,seed,feature,filter,audio_type,trait,model
0,0.09268152572952615,0.30443640670840627,0.12428441971645925,0.023859010793012978,0.1544636228793465,0.0,0.04002958725681793,0,sr,no_music_list_manual_annot,full,conscientiousness,random_forest
1,0.033881205377556345,0.18406848013051105,0.11868263641803534,0.02237880797156895,0.1495954811201493,1.0,0.04002958725681793,0,sr,no_music_list_manual_annot,full,conscientiousness,random_forest
2,0.020210138924542487,0.14216236817295386,0.12310198307106641,0.023285199845306675,0.15259488800515789,2.0,0.04002958725681793,0,sr,no_music_list_manual_annot,full,conscientiousness,random_forest
3,0.024662669436630313,0.15704352720386253,0.12675881851747406,0.025501610110996158,0.15969223560021995,3.0,0.04002958725681793,0,sr,no_music_list_manual_annot,full,conscientiousness,random_forest
4,0.023353704235149153,0.15281918804636135,0.12423681109320094,0.024341193052499033,0.15601664351119413,4.0,0.04002958725681793,0,sr,no_music_list_manual_annot,full,conscientiousness,random_forest
5,0.07516298589079562,0.27415868742535887,0.1271584699453552,0.024319681486868486,0.15594768830241917,0.0,0.06535608916079905,0,frequency,no_music_list_manual_annot,full,conscientiousness,random_forest
6,0.05475074364343646,0.2339887681993229,0.1186386096128491,0.021895393931901132,0.14797092258920713,1.0,0.06535608916079905,0,frequency,no_music_list_manual_annot,full,conscientiousness,random_forest
7,0.050163792055150536,0.2239727484654116,0.12173028832009414,0.0225733361825437,0.15024425507334283,2.0,0.06535608916079905,0,frequency,no_music_list_manual_annot,full,conscientiousness,random_forest
8,0.06445294984841121,0.253875855189916,0.12593704251305543,0.024461235478065488,0.15640088068187305,3.0,0.06535608916079905,0,frequency,no_music_list_manual_annot,full,conscientiousness,random_forest
9,0.07914945175192323,0.2813351235660475,0.12306475676708584,0.02295058207316728,0.15149449519097147,4.0,0.06535608916079905,0,frequency,no_music_list_manual_annot,full,conscientiousness,random_forest
10,0.10921761234703786,0.3304808804560982,0.12556545078349948,0.023424174866853057,0.15304958303390787,0.0,0.0889146099071938,0,energy,no_music_list_manual_annot,full,conscientiousness,random_forest
11,0.07920506945196248,0.2814339522018665,0.11608816972312118,0.0213289432382708,0.14604431943170812,1.0,0.0889146099071938,0,energy,no_music_list_manual_annot,full,conscientiousness,random_forest
12,0.09478206420402813,0.30786695861041685,0.11896756398940865,0.021512960458101613,0.14667297112318142,2.0,0.0889146099071938,0,energy,no_music_list_manual_annot,full,conscientiousness,random_forest
13,0.11548795599073003,0.33983518945325547,0.12143693690412896,0.023126851170328637,0.1520751497461983,3.0,0.0889146099071938,0,energy,no_music_list_manual_annot,full,conscientiousness,random_forest
14,0.041483895313376595,0.20367595664038649,0.12521096844843935,0.023889329892798808,0.15456173489191563,4.0,0.0889146099071938,0,energy,no_music_list_manual_annot,full,conscientiousness,random_forest
15,0.12562850608801202,0.3544411179420526,0.1236781792137514,0.022992631035230193,0.15163321217737952,0.0,0.0921979310869947,0,spectral,no_music_list_manual_annot,full,conscientiousness,random_forest
16,0.10130212674553829,0.318279950272615,0.1159101761956131,0.02081709541514368,0.14428130653395013,1.0,0.0921979310869947,0,spectral,no_music_list_manual_annot,full,conscientiousness,random_forest
17,0.04827914230452912,0.21972515173399954,0.1225660488378935,0.022618125833697524,0.15039323732700724,2.0,0.0921979310869947,0,spectral,no_music_list_manual_annot,full,conscientiousness,random_forest
18,0.10982328805146113,0.3313959686711067,0.1217155988026133,0.023274962135292992,0.15256133892730817,3.0,0.0921979310869947,0,spectral,no_music_list_manual_annot,full,conscientiousness,random_forest
19,0.06974125178176582,0.2640856902252862,0.1248546629135033,0.023185064928161137,0.15226642744926125,4.0,0.0921979310869947,0,spectral,no_music_list_manual_annot,full,conscientiousness,random_forest
20,0.035359355526189074,0.18804083473062194,0.12927314687540697,0.02536636495403125,0.15926821702408567,0.0,0.02363871610727497,0,spectral_voiced,no_music_list_manual_annot,full,conscientiousness,random_forest
21,0.043649726375411535,0.20892516932004992,0.12010853033338469,0.022152533669905383,0.1488372724484878,1.0,0.02363871610727497,0,spectral_voiced,no_music_list_manual_annot,full,conscientiousness,random_forest
22,-0.049641024437501624,,0.1284014661174855,0.0249452479463628,0.15794064691004275,2.0,0.02363871610727497,0,spectral_voiced,no_music_list_manual_annot,full,conscientiousness,random_forest
23,0.05597919234385884,0.23659922304153672,0.1264276506019709,0.024682794166823358,0.15710758787157086,3.0,0.02363871610727497,0,spectral_voiced,no_music_list_manual_annot,full,conscientiousness,random_forest
24,0.026403048448264688,0.16249014877297852,0.1268720225189802,0.02426519350537861,0.15577289079098008,4.0,0.02363871610727497,0,spectral_voiced,no_music_list_manual_annot,full,conscientiousness,random_forest
25,0.05775055907648896,0.240313460040192,0.12792607758308858,0.024777561813430916,0.15740890004517188,0.0,-0.011721767260774785,0,unvoiced,no_music_list_manual_annot,full,conscientiousness,random_forest
26,-0.02550404504517334,,0.12346558791801511,0.02375438530527889,0.15412457722660228,1.0,-0.011721767260774785,0,unvoiced,no_music_list_manual_annot,full,conscientiousness,random_forest
27,-0.04200407056793809,,0.12852706678434833,0.024763751888762262,0.15736502752759987,2.0,-0.011721767260774785,0,unvoiced,no_music_list_manual_annot,full,conscientiousness,random_forest
28,-0.02413395675790775,,0.13209105674476873,0.026777468726216343,0.16363822513769924,3.0,-0.011721767260774785,0,unvoiced,no_music_list_manual_annot,full,conscientiousness,random_forest
