,model_feature,split,extraversion,neuroticism,agreeableness,conscientiousness,openness,r2_mean,Unnamed: 0,n_boot,seed,fold
0,RF_w2v2+sr+egemaps,original,0.29561582349700205,0.31931248566480325,0.2007883966726993,0.28324305135074873,0.2997543968822304,0.2797428308134967,,,,
0,RF_w2v2+sr+egemaps,stratified,0.22784847416805273,0.2599446422873784,0.14593322095078975,0.22416429353268763,0.22870762996142865,0.21731965218006744,,,,
0,DNN_w2v2,original,0.3467007894958497,0.36434641900325965,0.22447813130868063,0.3559397987830624,0.3395621907979635,0.32620546587776317,,,,
0,DNN_w2v2,stratified,0.3123043391763337,0.3185213603953253,0.1723891960562074,0.3226679395075086,0.28551453484516204,0.2822794739961074,,,,
