,r2_boot_values,openness,conscientiousness,extraversion,agreeableness,neuroticism,n_boot,feature,seed,fold,filter,audio_type,trait,model
35,0.19380535961561005,0.19925288376085437,0.19754256707269524,0.21124238762505898,0.12444485504161784,0.23654410457782382,35,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
36,0.1966522770829378,0.2095744240423757,0.19725480057382294,0.21999147021750953,0.12361749411149903,0.2328231964694818,36,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
37,0.17875374653386614,0.19658707291791133,0.16881399594256952,0.20517414822104962,0.10644335357673607,0.21675016201106412,37,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
38,0.19001708496655617,0.21146711093615655,0.18988961350294176,0.20784979653829383,0.11516074389094677,0.2257181599644419,38,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
39,0.18819867675423163,0.21009295844069642,0.176545762611799,0.21151619182729353,0.12256289793659769,0.22027557295477151,39,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
40,0.18556212364468888,0.21069839284638192,0.1754869869748179,0.21034487214007547,0.11556786655433204,0.21571249970783712,40,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
41,0.18903032166129446,0.2085202372171201,0.18345669301718837,0.20994216695959844,0.11498895188990277,0.2282435592226626,41,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
42,0.19516254594733556,0.21819539222358342,0.18760032295673823,0.21504115980746774,0.12021424105595135,0.23476161369293702,42,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
43,0.19686204873234597,0.21316714653065094,0.19124685412261677,0.2169116205754651,0.12361214215136485,0.23937248028163227,43,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
44,0.17816992761382694,0.18982640641066362,0.1830176398723654,0.1964521765673216,0.10695235555869775,0.21460105966008636,44,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
45,0.17141240487081805,0.18722645972218765,0.1624155603555354,0.19189550449549098,0.10443799034487589,0.21108650943600027,45,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
46,0.19853688947514678,0.21239945831184992,0.19808696809938475,0.22103148542659945,0.13215201075381688,0.2290145247840829,46,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
47,0.18353386764882018,0.202765752681761,0.1766815800554068,0.20107174802080485,0.11250808102783827,0.22464217645829,47,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
48,0.19202380730808147,0.2055846229388094,0.19425703328534172,0.20521020697458303,0.12349613298999629,0.23157104035167686,48,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
49,0.20062034688648017,0.21851443466183573,0.193479482268896,0.22111569885769666,0.1323795511446022,0.23761256749937032,49,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
50,0.18990619217480764,0.20441513820060508,0.18463125153250093,0.20704482072046348,0.124004205172904,0.2294355452475647,50,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
51,0.18068584870740687,0.19922065173817138,0.18074653580565714,0.1986933179194511,0.11045401680019129,0.21431472127356344,51,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
52,0.19615413347121197,0.20174517320344054,0.20038691191315883,0.2033326083006617,0.13909819567577364,0.23620777826302508,52,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
53,0.1852592130651875,0.20926288451990316,0.1778625842271362,0.20529917886274263,0.11680669504198393,0.21706472267417165,53,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
54,0.20245444882323124,0.21633325513820434,0.19743473905748588,0.22801117888517997,0.12571007156629532,0.24478299946899074,54,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
55,0.18337288023553433,0.1909677943057465,0.18526083691973938,0.19111715651453953,0.1345632995313103,0.21495531390633593,55,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
56,0.19372239275567976,0.21050061913233287,0.1896143655291712,0.20822047457654902,0.1256848563017624,0.23459164823858336,56,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
57,0.1955591130573837,0.2176421032035749,0.19015947780026388,0.21711139537166735,0.1251333902439571,0.22774919866745524,57,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
58,0.1851245444143617,0.2039993076607025,0.18311813556171008,0.20245130430714553,0.11441700638816643,0.22163696815408407,58,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
59,0.18944854396280553,0.2134758418701932,0.183600558674904,0.21646071611307371,0.10740381153216128,0.22630179162369546,59,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
60,0.1906181057155651,0.20166105066501416,0.19087705264014687,0.2092758922746195,0.12299987763153264,0.2282766553665122,60,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
61,0.1798576877579155,0.19674228144863826,0.1816121686767076,0.19553109720206296,0.10945723436267885,0.21594565709948976,61,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
62,0.18400770604013203,0.20628906011905535,0.17423388408942897,0.2073948998870857,0.11168634733848437,0.2204343387666058,62,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
63,0.17860593354359597,0.20089098431131935,0.1754772643842396,0.1936884564823559,0.10799773294518733,0.2149752295948777,63,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
64,0.18323690807449727,0.19943689463804015,0.17979504301670368,0.20314569237814373,0.11308946966784239,0.22071744067175636,64,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
65,0.17771623641060402,0.18575644236542377,0.18179395414474964,0.20220446858061547,0.10729515527037081,0.21153116169186037,65,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
66,0.20082403002776142,0.21785277040506024,0.19091992843555083,0.2172892205504382,0.13426470832018977,0.24379352242756813,66,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
67,0.19014033042391312,0.2048376148727289,0.18741730402019763,0.21473327288072663,0.11413828908424306,0.22957517126166938,67,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
68,0.19203829867902608,0.20636590045426717,0.19438190360918361,0.20959824890301104,0.1245512269636091,0.2252942134650595,68,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
69,0.18793515336091712,0.20516192499836827,0.18315948233243273,0.20875901665033103,0.11159779081819976,0.23099755200525385,69,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
70,0.19410896113799164,0.21587295685889152,0.18663737399526126,0.2122399284627905,0.12120402442854339,0.2345905219444715,70,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
71,0.18534609819529374,0.20231395459433332,0.18231196189449073,0.20011836500061697,0.10964545313177598,0.23234075635525164,71,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
72,0.18138242144745065,0.2059862751905156,0.16825140856088516,0.21002055477802206,0.11117464902654117,0.21147921968128924,72,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
73,0.18403947728129705,0.1980664426826284,0.17515525228922146,0.20237831330204437,0.12154465766694078,0.22305272046565028,73,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
74,0.1859329560587669,0.20594219395335567,0.18450073128031064,0.20015066921919955,0.11342505601616848,0.22564612982480015,74,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
75,0.1680655918147135,0.18413732299421048,0.16360746135409732,0.19028956185109047,0.0931654201881581,0.20912819268601113,75,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
76,0.18879263269899219,0.200278728403119,0.18529355906230072,0.20946588312014114,0.12123590706081622,0.22768908584858383,76,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
77,0.19236451681356775,0.211337653420947,0.18680748643268896,0.21264852557461433,0.11841542037384134,0.23261349826574718,77,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
78,0.19490438418654504,0.2072877260404613,0.18959578921734377,0.21113943892271447,0.12794088326535014,0.2385580834868556,78,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
79,0.18467172936305187,0.2042301312201833,0.18439870135744363,0.20475346873334022,0.11293220228627932,0.2170441432180129,79,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
80,0.18987671897176514,0.2107138603077091,0.18397227809123295,0.21325587937030865,0.11864413977431587,0.22279743731525914,80,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
81,0.19353044802514122,0.20906013756942432,0.1935003520882781,0.21126303156294712,0.11946446997900351,0.234364248926053,81,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
82,0.18760702639735138,0.20839510345050483,0.18656150722286058,0.2030779393795592,0.11712722678858367,0.22287335514524864,82,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
83,0.18199270013563124,0.2026787724504867,0.17001917132977884,0.20809946579027228,0.11106126510705971,0.2181048260005587,83,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
84,0.18878302835299307,0.20932152382497315,0.1817757918797983,0.20947822849590692,0.11807606705137597,0.22526353051291104,84,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
85,0.20156991960657492,0.21894457335522888,0.207062812090534,0.21771877317364385,0.12457641544859677,0.23954702396487104,85,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
86,0.18122560668550575,0.20276428021798498,0.16514207677493398,0.20604502049792162,0.10916531232550242,0.2230113436111857,86,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
87,0.18647467352633462,0.19984250484180532,0.1854739032074545,0.203245627882349,0.12150955005770858,0.2223017816423557,87,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
88,0.1760798162585981,0.18444771385392245,0.1737358287957308,0.197996544864103,0.11656735736396506,0.20765163641526907,88,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
89,0.1827780423913176,0.20096138458964752,0.17504715706915663,0.20861647701243446,0.11195828692772802,0.2173069063576213,89,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
90,0.1873671474340129,0.19933622471726475,0.1829477574456727,0.20998977135663865,0.12258951667231466,0.22197246697817363,90,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
91,0.1836158021983638,0.20447465923283314,0.17270699009866897,0.20572253752904246,0.11818470590085206,0.21699011823042236,91,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
92,0.1931885282538603,0.20544251950308734,0.17886403486798352,0.22861339597191133,0.12416171424557343,0.2288609766807459,92,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
93,0.18411244199201943,0.20761263391501372,0.1769224486978399,0.20593116505131948,0.11482348545344234,0.21527247684248163,93,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
94,0.1754979125892811,0.189953217657428,0.172668348045666,0.18955333383487005,0.10633318268573111,0.2189814807227103,94,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
95,0.188500588725414,0.20121667201171456,0.18039482778986304,0.2142388168238487,0.11989096919641162,0.22676165780523205,95,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
96,0.19155501602578792,0.20146695818745897,0.18766211058452398,0.21701360177191498,0.12455161468874432,0.2270807948962974,96,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
97,0.19936381744082687,0.2157008334616356,0.19582121219825976,0.21076461251601952,0.12782288838599232,0.24670954064222717,97,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
98,0.18341251016739127,0.19933669909730345,0.17422963207492714,0.2007653950939835,0.11797102019157635,0.22475980437916587,98,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
99,0.20122490343529567,0.2196676047358339,0.19661191590715643,0.2219000551793362,0.12444518499079771,0.24349975636335408,99,egemaps,0,4,no_music_list_manual_annot,full,All,random_forest
100,0.20402427802402476,0.21854916770929578,0.1959243457306885,0.23288626244663613,0.13318145733056308,0.2395801569029402,0,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
101,0.2073072697823835,0.2306228218820825,0.1966290103736099,0.22817145786554416,0.13365480036660493,0.2474582584240761,1,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
102,0.202416512204478,0.21700957208300764,0.20118285456057916,0.21846847929157232,0.13929421624982186,0.23612743883740905,2,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
103,0.19223498542839706,0.1960850791762282,0.188620441031229,0.21579980264134646,0.12731861345036977,0.23335099084281197,3,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
104,0.18641986725316675,0.20724523752247015,0.17592308351607389,0.2068538177028889,0.11698393295416443,0.22509326457023637,4,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
105,0.17254589836238374,0.1933295898732369,0.16240276590294844,0.19395470415393323,0.10810199085465988,0.20494044102714026,5,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
106,0.1971999971640757,0.2113622935001086,0.2050686589027816,0.21023811549170746,0.12874243142820563,0.23058848649757524,6,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
107,0.182519363308582,0.20361139476134593,0.17878852842977755,0.20375625375118622,0.10834118205749288,0.21809945754310744,7,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
108,0.18106106098153876,0.19937800694143792,0.17725746457962388,0.2005140371933547,0.10996603327069787,0.2181897629225794,8,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
109,0.1898490918978803,0.19869563968807435,0.1799454300958352,0.21256175512463849,0.12381280019664287,0.23422983438421052,9,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
110,0.19558028254460597,0.19577051928178535,0.19484986132961335,0.21173625182255185,0.13244537960600744,0.2430994006830718,10,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
111,0.1950538390189605,0.21055744130373388,0.18282679758496423,0.21678899760691628,0.12580640153470513,0.23928955706448307,11,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
112,0.195260780143985,0.21519106115485076,0.1890038574949059,0.21532293893363508,0.12350855336245059,0.2332774897740827,12,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
113,0.19746834037141742,0.22362801237500274,0.1972578708893079,0.2162812713450788,0.11492758605801967,0.23524696118967803,13,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
114,0.19428975491033354,0.2212614766547888,0.1760006964547186,0.2187937174014195,0.11888713696131159,0.23650574707942917,14,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
115,0.18869358606715034,0.20464808448289373,0.1841151000593133,0.20114351253558493,0.12807202393006123,0.2254892093278985,15,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
116,0.1930887392194082,0.2128159795514134,0.19102429817803912,0.21148001861928478,0.10963292140711778,0.24049047834118586,16,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
117,0.1970985685140105,0.22041766462284096,0.17691980055680145,0.21634990395972953,0.13192546363935664,0.23988000979132396,17,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
118,0.17722086820475014,0.1876803450595388,0.17696028742420744,0.19383084118572558,0.11330812061834983,0.21432474673592905,18,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
119,0.19663768237879817,0.22706879083111786,0.1834941752829996,0.21112995841467785,0.12422544702192939,0.23727004034326615,19,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
120,0.18026849385675422,0.19899165014636166,0.1712549559955594,0.20237898986560787,0.11430007547993604,0.21441679779630618,20,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
121,0.19263588718804744,0.21695752615688202,0.18920781941235554,0.20660344516823514,0.12062416031887191,0.22978648488389264,21,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
122,0.19525876540527543,0.22256474551340133,0.18518292976876438,0.20729303662839238,0.12003135625954287,0.24122175885627617,22,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
123,0.1777136781662427,0.19825488115563195,0.17508801744911862,0.19714277786251144,0.10246952509680951,0.215613189267142,23,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
124,0.1937348823251917,0.20882018489236776,0.18635938501596117,0.2119074059077285,0.1260046588543966,0.23558277695550445,24,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
125,0.19769779454522007,0.2242327023443752,0.18386950349158915,0.21912190094528305,0.12230588662724373,0.23895897931760923,25,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
126,0.19434664160563223,0.2113951385405376,0.18337149236433425,0.2191357163815293,0.12501320948443395,0.232817651257326,26,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
127,0.18391603040890286,0.19826999495046238,0.18375590382293128,0.20569281585474497,0.11115616260907102,0.22070527480730473,27,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
128,0.18898210555713177,0.20526359377491266,0.18213062022723014,0.2128275090174132,0.11555457243746903,0.22913423232863384,28,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
129,0.1899602293022167,0.21040147411267207,0.18707831252140283,0.2087618244225261,0.11830237319874948,0.225257162255733,29,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
130,0.19894592233715505,0.22327281556930278,0.18808014991806454,0.21665962660552174,0.13239481384335816,0.234322205749528,30,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
131,0.18926875884730415,0.21214096421840045,0.17839331004030234,0.20439879165894048,0.11947055834056075,0.2319401699783168,31,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
132,0.18907641672078251,0.20089397164841583,0.192142546804144,0.2033206952833313,0.12619204728810074,0.22283282257992065,32,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
133,0.18784935803143887,0.2095621959076165,0.17686781805851648,0.20530459054699235,0.12087686194476044,0.2266353236993086,33,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
134,0.19741136177801158,0.21922926055770775,0.1864503835914879,0.22086569924470645,0.129053885402029,0.23145758009412676,34,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
135,0.18954496728752673,0.2111328053513395,0.18646981182617806,0.21035405563723808,0.11281462424623023,0.22695353937664786,35,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
136,0.1848935424274516,0.20047589681754874,0.18259893793777093,0.1963032138798707,0.11824855996850914,0.22684110353355846,36,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
137,0.19020528608318923,0.2034387322129495,0.18473857747769884,0.20723562156735842,0.12292576995290982,0.23268772920502956,37,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
138,0.19346299076422385,0.21518556912830078,0.18463778997335822,0.20831261633543985,0.12363951359564973,0.23553946478837062,38,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
139,0.19323389939778782,0.21569797417807857,0.18385340405043327,0.21725520024297618,0.1203214290703879,0.22904148944706315,39,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
140,0.197653205344525,0.21236779970930497,0.18912189709812255,0.21698811892269998,0.12879606078513584,0.24099215020736164,40,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
141,0.2052577463507113,0.2251666838332852,0.20412095060325253,0.22450121274579704,0.1311833975078196,0.24131648706340214,41,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
142,0.18310374751425257,0.20480086532946995,0.18012210113868987,0.20364369295153162,0.11039308266194892,0.21655899548962243,42,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
143,0.18959214987875989,0.2081470989645221,0.18919612355872895,0.20812985937501305,0.1213717218965159,0.22111594559901948,43,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
144,0.18915367023437593,0.21410890179396314,0.18252590562133375,0.20476166052423472,0.12336231444933676,0.22100956878301126,44,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
145,0.18799314176799917,0.20300533812181,0.1852756966371265,0.20197523235660764,0.12852996785233428,0.22117947387211745,45,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
146,0.19584515523437876,0.22025482090527715,0.18410063398714216,0.21066435507410963,0.13017607286890764,0.23402989333645718,46,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
147,0.19222799676942076,0.21219915626104424,0.18824377697640526,0.21454020614719582,0.11279230419082076,0.23336454027163778,47,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
148,0.18328098394206221,0.19731314991673043,0.17491473355368126,0.20286989480231887,0.11239871101756216,0.2289084304200184,48,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
149,0.17734840204728178,0.1949989818592922,0.17816897723401492,0.19156824407309592,0.111285884765976,0.2107199223040298,49,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
150,0.18795344460258054,0.20452879301290294,0.17538047862883133,0.21176707119487725,0.12253344043240355,0.22555743974388764,50,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
151,0.18833677776028823,0.2064337296291162,0.18574687505533194,0.2060926721227837,0.11815721814864422,0.2252533938455651,51,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
152,0.19390549559002898,0.21781689025876372,0.18923018246333545,0.2118841866687522,0.1219543818395834,0.22864183671971017,52,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
153,0.18927789681912682,0.2052835201401676,0.19008502247464376,0.20669578769658992,0.12018939209895652,0.22413576168527627,53,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
154,0.20108917333005155,0.21872550916699107,0.1986265041402815,0.21713317081746053,0.13121817487058873,0.239742507654936,54,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
155,0.1765973552074288,0.19257396226782286,0.17032733996108185,0.1972013759486122,0.10662796805721975,0.21625612980240738,55,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
156,0.1955030003420459,0.21608284137440947,0.18757239737439646,0.21145417017121626,0.12453333329225569,0.23787225949795165,56,egemaps,1,4,no_music_list_manual_annot,full,All,random_forest
