,r2_boot_values,n_boot,seed,fold,filter,feature,trait
86,0.08674989268379138,6,1,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
87,0.09185355431216383,7,1,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
88,0.0750527526483215,8,1,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
89,0.10701123101876167,9,1,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
90,0.09958900405248587,0,1,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
91,0.08826485025748924,1,1,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
92,0.1011141677337631,2,1,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
93,0.09884093187759271,3,1,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
94,0.08433143003161762,4,1,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
95,0.08837947073798416,5,1,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
96,0.097304413814015,6,1,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
97,0.10015635425125055,7,1,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
98,0.08922839852638384,8,1,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
99,0.0958987315065076,9,1,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
100,0.09337245822968025,0,2,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
101,0.09254182057611164,1,2,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
102,0.09366398673486427,2,2,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
103,0.10065881186665385,3,2,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
104,0.11280259036803006,4,2,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
105,0.08116742422907083,5,2,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
106,0.08597284222514776,6,2,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
107,0.09890970254419149,7,2,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
108,0.08683687633038668,8,2,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
109,0.09390621142516511,9,2,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
110,0.09841982465339263,0,2,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
111,0.08004114628399642,1,2,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
112,0.08394168278743949,2,2,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
113,0.08217775628660137,3,2,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
114,0.08577714318476874,4,2,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
115,0.09877295381108923,5,2,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
116,0.09368728036010654,6,2,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
117,0.09960200772895067,7,2,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
118,0.0859832202440988,8,2,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
119,0.09268806420271551,9,2,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
120,0.08694903773653284,0,2,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
121,0.09242341984989548,1,2,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
122,0.0772946594199587,2,2,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
123,0.09906662296287924,3,2,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
124,0.07473569741055504,4,2,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
125,0.08516543130358574,5,2,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
126,0.08986349941246947,6,2,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
127,0.07138943589147065,7,2,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
128,0.0921690325510697,8,2,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
129,0.07922036524494994,9,2,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
130,0.08590036944241523,0,2,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
131,0.09231146567839672,1,2,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
132,0.09498346569262295,2,2,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
133,0.1000716919199881,3,2,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
134,0.08871627569807032,4,2,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
135,0.0802432844487138,5,2,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
136,0.09258023259234127,6,2,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
137,0.08918046274932026,7,2,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
138,0.09562500579840882,8,2,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
139,0.08058201092614178,9,2,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
140,0.0909612917909057,0,2,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
141,0.09271115544920358,1,2,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
142,0.08801634533502642,2,2,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
143,0.09890947575892631,3,2,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
144,0.09166239171711524,4,2,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
145,0.0884684099247747,5,2,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
146,0.08454043635252104,6,2,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
147,0.09090088401799612,7,2,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
148,0.09228412543449131,8,2,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
149,0.10277849305042433,9,2,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
150,0.1257075957008692,0,3,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
151,0.08671146468167676,1,3,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
152,0.08751646340546122,2,3,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
153,0.09825302547326327,3,3,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
154,0.11692046073016837,4,3,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
155,0.11293688209915578,5,3,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
156,0.0983467850633168,6,3,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
157,0.09251639643588938,7,3,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
158,0.11268723685197624,8,3,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
159,0.10989707538623072,9,3,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
160,0.07393258115055981,0,3,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
161,0.08378395488474052,1,3,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
162,0.07425360050868827,2,3,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
163,0.09965018064971298,3,3,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
164,0.0993265990788323,4,3,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
165,0.09309383432311065,5,3,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
166,0.09638485440870107,6,3,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
167,0.08820302035488545,7,3,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
168,0.10134992747723906,8,3,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
169,0.08722413113570493,9,3,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
170,0.09411672740067467,0,3,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
171,0.08978068582799315,1,3,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
172,0.09149358915404415,2,3,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
173,0.08284620193712122,3,3,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
174,0.08508607062033532,4,3,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
175,0.08891117914634028,5,3,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
176,0.0841530318420215,6,3,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
177,0.09091358090992008,7,3,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
178,0.07580952191750476,8,3,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
179,0.08684128707736467,9,3,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
180,0.09357872875891302,0,3,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
181,0.08895299181250597,1,3,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
182,0.07696103237531582,2,3,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
183,0.0949684309536543,3,3,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
184,0.0926187344409336,4,3,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
185,0.09237541325118019,5,3,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
186,0.09136462217844055,6,3,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
187,0.09208097563225315,7,3,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
188,0.09172583127859905,8,3,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
189,0.06616005953193371,9,3,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
190,0.0762198926668128,0,3,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
191,0.07706320961756127,1,3,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
192,0.08260823629471421,2,3,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
193,0.09075461224138566,3,3,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
194,0.09156589761202263,4,3,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
195,0.08453315064658876,5,3,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
196,0.09495229351983407,6,3,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
197,0.08922835051041578,7,3,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
198,0.09196523316686125,8,3,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
199,0.07463394970065844,9,3,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
200,0.09509921877628971,0,4,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
201,0.08723459367863248,1,4,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
202,0.07137847539109046,2,4,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
203,0.08494445797901236,3,4,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
204,0.11225621950187388,4,4,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
205,0.06815892151432915,5,4,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
206,0.09318916818783725,6,4,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
207,0.0951549268360758,7,4,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
208,0.08900006174695194,8,4,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
209,0.09993601249891834,9,4,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
210,0.08947270982421787,0,4,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
211,0.09817802187262063,1,4,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
212,0.08173039108025197,2,4,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
213,0.0930989440298953,3,4,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
214,0.08864599119490632,4,4,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
215,0.07590672030180581,5,4,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
216,0.09050271404067353,6,4,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
217,0.10432822279562974,7,4,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
218,0.09175027413134358,8,4,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
219,0.08953913346735332,9,4,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
220,0.06956913750239997,0,4,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
221,0.09652558634304062,1,4,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
222,0.09468455677050432,2,4,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
223,0.09384415702266105,3,4,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
224,0.0826644926942374,4,4,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
225,0.08435435513716319,5,4,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
226,0.07705117599244338,6,4,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
227,0.09307057356291662,7,4,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
228,0.098017573010642,8,4,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
229,0.08206729746328209,9,4,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
230,0.0865361683150101,0,4,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
231,0.08637677265427166,1,4,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
232,0.08380324618517539,2,4,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
233,0.08196225008212568,3,4,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
234,0.09249363451894513,4,4,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
235,0.08744585345929064,5,4,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
236,0.10378088280271427,6,4,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
237,0.09254201160923721,7,4,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
238,0.0744852572833438,8,4,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
239,0.07852630648433023,9,4,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
240,0.10604465015189735,0,4,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
241,0.07868148410358566,1,4,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
242,0.08530705765369598,2,4,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
243,0.0873401640168198,3,4,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
244,0.09503705664601594,4,4,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
245,0.09226536851085329,5,4,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
246,0.08980437213499473,6,4,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
247,0.078444879259598,7,4,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
248,0.08217344190663581,8,4,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
249,0.08769981889935632,9,4,4,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
250,0.10742919765939882,0,5,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
251,0.09405600167856976,1,5,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
252,0.0804229011072439,2,5,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
253,0.09556945858126573,3,5,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
254,0.09583153370772146,4,5,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
255,0.08393543049474612,5,5,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
256,0.07837766679794936,6,5,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
257,0.07331731588441392,7,5,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
258,0.07310793106842292,8,5,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
259,0.07333500261561272,9,5,0,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
260,0.08138036938873235,0,5,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
261,0.08081181273556788,1,5,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
262,0.07580554826763997,2,5,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
263,0.07537380700959015,3,5,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
264,0.08418704864755991,4,5,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
265,0.0814080812233938,5,5,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
266,0.09126542920978638,6,5,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
267,0.08125294711342186,7,5,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
268,0.0919740784243088,8,5,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
269,0.08515321204478128,9,5,1,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
270,0.08718213091128917,0,5,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
271,0.08813582035546959,1,5,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
272,0.1021778114089134,2,5,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
273,0.08693152458050324,3,5,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
274,0.08273716574879471,4,5,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
275,0.10874480991285136,5,5,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
276,0.09209132392327199,6,5,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
277,0.09104145744307648,7,5,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
278,0.07770296271908242,8,5,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
279,0.09376498157215307,9,5,2,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
280,0.08661503227186815,0,5,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
281,0.08282342825364016,1,5,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
282,0.08980677194138564,2,5,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
283,0.0831349100513528,3,5,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
284,0.08075487906187444,4,5,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
285,0.09953058702073067,5,5,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
286,0.08316153113930833,6,5,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
287,0.08990724446486131,7,5,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
288,0.07955578917913515,8,5,3,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
