,r2,r,MAE,MSE,RMSE,fold,r2_fold,seed,filter,feature,trait
39,0.09844727680485983,0.3137630902525978,0.11372220315141501,0.020005824756724216,0.14144194836300938,4.0,0.09246927375819303,7,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
40,0.10492054763443528,0.32391441405784227,0.11268998200103186,0.020024556660857767,0.14150815051034257,0.0,0.09069074258171936,8,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
41,0.07243251754787208,0.2691328994156457,0.11085682450961835,0.019361220279049053,0.13914460204783027,1.0,0.09069074258171936,8,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
42,0.09344760108760952,0.30569200363700966,0.1156367651090631,0.020569526656280673,0.1434208027319631,2.0,0.09069074258171936,8,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
43,0.08994035038561418,0.2999005674979862,0.11281417650787365,0.019857924333915845,0.14091814763867658,3.0,0.09069074258171936,8,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
44,0.08675020998215002,0.29453388596585967,0.11592924758268337,0.02108084116766646,0.14519242806588248,4.0,0.09069074258171936,8,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
45,0.09140178094501987,0.3023272745635429,0.11319738466917409,0.020199765248517694,0.14212587818028669,0.0,0.08995924866811358,9,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
46,0.07830802629999165,0.27983571305319777,0.11259622913500597,0.019976612439810887,0.14133864453790013,1.0,0.08995924866811358,9,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
47,0.0947360235221614,0.3077921758624826,0.1128582260300757,0.019697059538076545,0.1403462131233919,2.0,0.08995924866811358,9,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
48,0.0860086160635748,0.2932722558708457,0.114659717453656,0.020692042274502272,0.14384728803318564,3.0,0.08995924866811358,9,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
49,0.09602243027337934,0.30987486228053307,0.11486775248314726,0.02042930072139143,0.14293110480714627,4.0,0.08995924866811358,9,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
50,0.09810096130086969,0.31321072986229204,0.11288542107254607,0.020047291538175853,0.1415884583508693,0.0,0.0913088468614895,10,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
51,0.08234815440156776,0.2869636813284353,0.11267906929834097,0.019895097672670232,0.14104998288787643,1.0,0.0913088468614895,10,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
52,0.09933855732306822,0.315180198177278,0.11277582534005251,0.01969982052890279,0.14035604913541413,2.0,0.0913088468614895,10,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
53,0.08375884649704426,0.28941120658510144,0.11462183396041126,0.020637506105607113,0.14365760023614174,3.0,0.0913088468614895,10,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
54,0.08979774151246338,0.2996627129164778,0.1153564609638493,0.020566516119843708,0.14341030688149198,4.0,0.0913088468614895,10,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
55,0.1043894759526757,0.32309360246324237,0.11206063807888234,0.019757582426265918,0.14056166769879302,0.0,0.09035038439547258,11,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
56,0.08016289672831167,0.2831305294882763,0.1113061344035718,0.019484286830085785,0.13958612692558592,1.0,0.09035038439547258,11,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
57,0.08138393421347692,0.2852786956880533,0.11482162862720875,0.020205388515599162,0.1421456595031982,2.0,0.09035038439547258,11,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
58,0.07875249961834618,0.28062875764672834,0.11608042916636911,0.021169056405505912,0.14549589824289175,3.0,0.09035038439547258,11,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
59,0.10358964519353753,0.32185345297749646,0.11421741642947496,0.02034468688534896,0.14263480250397853,4.0,0.09035038439547258,11,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
60,0.09017102401146634,0.30028490473459757,0.11214107747271436,0.01990901130888805,0.14109929591917902,0.0,0.093318775972038,12,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
61,0.08707214814268201,0.29507990128553657,0.10979795136361818,0.018808766275663014,0.13714505560049556,1.0,0.093318775972038,12,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
62,0.10754622811575099,0.32794241585337963,0.11449271449637918,0.02028059069676892,0.1424099388974271,2.0,0.093318775972038,12,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
63,0.09316405099001876,0.30522786732213486,0.1140777474858818,0.020362673816263936,0.142697840965671,3.0,0.093318775972038,12,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
64,0.08228683967508495,0.286856827834174,0.11655904704551308,0.02126218444588899,0.1458155836866862,4.0,0.093318775972038,12,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
65,0.08556934209749109,0.29252237879774445,0.11345373814249442,0.020296009354426065,0.1424640633788959,0.0,0.08586158298165089,13,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
66,0.05467696226770504,0.23383105496854997,0.11484619826635176,0.020769356359403662,0.14411577415190768,1.0,0.08586158298165089,13,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
67,0.10313541231633112,0.32114702601196715,0.11315716362919567,0.01979183730154329,0.14068346491874334,2.0,0.08586158298165089,13,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
68,0.0951813682090082,0.308514777942659,0.11219041196497995,0.01973869231292577,0.14049445652026904,3.0,0.08586158298165089,13,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
69,0.0869412386157363,0.2948579973745605,0.11528813768181281,0.02082598473242574,0.14431210875191916,4.0,0.08586158298165089,13,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
70,0.08640539811602477,0.29394795137238966,0.11196625686430117,0.019709785038977808,0.14039154190683215,0.0,0.08965272058479093,14,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
71,0.06964715743143832,0.26390747892289507,0.11279699371501403,0.019886344671519552,0.14101895146227528,1.0,0.08965272058479093,14,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
72,0.09357490803389808,0.30590016023843153,0.1153525817554645,0.020717191061913335,0.14393467637061383,2.0,0.08965272058479093,14,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
73,0.104120218600777,0.32267664712646466,0.11114134698772285,0.019235369586513923,0.1386916348829803,3.0,0.08965272058479093,14,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
74,0.09063784092933078,0.30106119133712794,0.11695286676352423,0.021460065115758424,0.14649254286740476,4.0,0.08965272058479093,14,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
75,0.08089619513653341,0.28442256439413066,0.11208047047068019,0.019922364471134702,0.1411466063039941,0.0,0.09161147354998644,15,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
76,0.09519081348575568,0.3085300852198302,0.11077720243632136,0.019242673212156804,0.13871796283162754,1.0,0.09161147354998644,15,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
77,0.10058302567508878,0.317148270805768,0.11440826380940308,0.02028684443074961,0.1424318940081526,2.0,0.09161147354998644,15,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
78,0.09322657791723601,0.30533027677784597,0.1158391958486987,0.020884917095465146,0.14451614821695583,3.0,0.09161147354998644,15,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
79,0.082473489807665,0.28718198029762415,0.11456123873880027,0.0204634315324042,0.14305045100384758,4.0,0.09161147354998644,15,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
80,0.10206608651506759,0.31947783415296216,0.11390223428396898,0.02030244478552994,0.14248664774472708,0.0,0.08910844030863548,16,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
81,0.0876466639196211,0.2960517926303117,0.10940168869576919,0.018864433325258667,0.13734785518987425,1.0,0.08910844030863548,16,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
82,0.07760669424811506,0.2785797807596866,0.11506353034731368,0.02044498200961218,0.1429859503923801,2.0,0.08910844030863548,16,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
83,0.07867475638073854,0.2804902072813569,0.11522995635754656,0.020727422884279846,0.14397021526788048,3.0,0.08910844030863548,16,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
84,0.09584130847628672,0.3095824744333676,0.11537458257273699,0.020757606937221763,0.14407500455395364,4.0,0.08910844030863548,16,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
85,0.08273258499781946,0.28763272588114774,0.11422662443397655,0.020507896302778255,0.14320578306331855,0.0,0.08576711250006294,17,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
86,0.06262665121786044,0.2502531742413279,0.11384119055193179,0.020314927082141842,0.14253044265048026,1.0,0.08576711250006294,17,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
87,0.09981141121353099,0.31592944024501896,0.11438543007127569,0.020242055678921084,0.14227457847036865,2.0,0.08576711250006294,17,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
88,0.09326784219272186,0.3053978424821005,0.11063944393861022,0.019129669434973257,0.13831004820682138,3.0,0.08576711250006294,17,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
89,0.08485486902345843,0.29129859083671933,0.1163591617852342,0.02123845832427049,0.14573420437313434,4.0,0.08576711250006294,17,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
90,0.09865967639640835,0.3141013791698603,0.11395133155842226,0.020380008943778928,0.1427585687227878,0.0,0.09076905555898993,18,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
91,0.09398750136022285,0.306573810623515,0.10897459812409423,0.01873658385612137,0.13688164177902518,1.0,0.09076905555898993,18,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
92,0.07800878218941916,0.27930052307401637,0.11458153499742556,0.02033413515208445,0.14259780907182426,2.0,0.09076905555898993,18,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
93,0.08482541337817377,0.29124802725198634,0.11516045731683952,0.020700561632714408,0.14387689749474863,3.0,0.09076905555898993,18,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
94,0.09517636758474375,0.3085066734849406,0.11540609838001128,0.020772488067530508,0.1441266389933884,4.0,0.09076905555898993,18,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
95,0.0883268145561354,0.2971982748202543,0.11302410767042226,0.020008886994206193,0.1414527730170257,0.0,0.09219368405412483,19,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
96,0.09930669822243074,0.3151296530357477,0.1119061053942966,0.01973364669547741,0.14047649873013424,1.0,0.09219368405412483,19,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
97,0.11392099208347514,0.33752183941705927,0.11141072674754386,0.01933701414361414,0.13905759290169717,2.0,0.09219368405412483,19,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
98,0.07847274407343272,0.2801298700128794,0.11693778731233981,0.02156591737745917,0.14685338735439224,3.0,0.09219368405412483,19,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
99,0.076003804921535,0.2756878759059509,0.11385368952825607,0.0201142819385665,0.14182482835726085,4.0,0.09219368405412483,19,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
100,0.08458373001608996,0.29083282142167166,0.11289277406758254,0.020023407152273836,0.14150408881821697,0.0,0.09123867522658344,20,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
101,0.07512944425334311,0.27409750865949717,0.11187042838651362,0.01956508447744283,0.13987524612111618,1.0,0.09123867522658344,20,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
102,0.09621017691287062,0.3101776537935488,0.11593559577192214,0.020839887674575987,0.14436027041598387,2.0,0.09123867522658344,20,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
103,0.10300268421373601,0.32094031254072153,0.10991434692582229,0.018898392780496757,0.13747142532358045,3.0,0.09123867522658344,20,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
104,0.09321790096401447,0.30531606732043187,0.11703230338273354,0.021499551923386595,0.14662725504962096,4.0,0.09123867522658344,20,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
105,0.08810802862853687,0.29682996585341054,0.11434685057260083,0.02048534556341381,0.14312702597138602,0.0,0.09144099129871333,21,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
106,0.07397285583815058,0.2719795136368741,0.11469203513246082,0.020647846560354198,0.14369358566183182,1.0,0.09144099129871333,21,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
107,0.09673337682062919,0.3110198977889183,0.11397203369852493,0.020237029689748158,0.14225691438291552,2.0,0.09144099129871333,21,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
108,0.0998288672543984,0.31595706552378033,0.11116826042568917,0.019414452102218045,0.13933575313686736,3.0,0.09144099129871333,21,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
109,0.09649316034705469,0.31063348233417254,0.11321863298335066,0.020017992167651516,0.1414849538560603,4.0,0.09144099129871333,21,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
110,0.09425007474126176,0.30700175038794447,0.11240721548741947,0.02008145560279751,0.14170905264942502,0.0,0.09295908132511425,22,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
111,0.08835108984025289,0.297239112231639,0.11202132430447373,0.01959517648439634,0.13998277209855625,1.0,0.09295908132511425,22,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
112,0.10325272887326575,0.32132962651032626,0.11437225549401901,0.0202927218691114,0.14245252496572813,2.0,0.09295908132511425,22,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
113,0.09596900254336596,0.30978864172749454,0.1127139110952349,0.01969910555068192,0.14035350209624953,3.0,0.09295908132511425,22,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
114,0.07919131589067682,0.2814095163470433,0.11531463924993471,0.02098641971975678,0.1448669034657564,4.0,0.09295908132511425,22,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
115,0.09301107555588428,0.30497717218815623,0.1137360344954252,0.020446876476122845,0.14299257489856892,0.0,0.08774605811763914,23,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
116,0.06880789256710813,0.2623125856056246,0.1100018992306219,0.018922420078255897,0.13755878771730978,1.0,0.08774605811763914,23,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
117,0.09973058536581622,0.3158014967757693,0.11521126873744739,0.020678746544714882,0.14380106586779837,2.0,0.08774605811763914,23,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
118,0.08273631809632753,0.28763921515733476,0.11514901493459995,0.02072670762940918,0.14396773120879963,3.0,0.08774605811763914,23,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
119,0.08440049775713514,0.2905176376007748,0.11465893094713861,0.020469330918630773,0.14307106946769768,4.0,0.08774605811763914,23,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
120,0.08338602094949894,0.2887663778030589,0.11395203207746848,0.020415759858462956,0.1428837284594119,0.0,0.09356074751080479,24,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
121,0.08396983610584227,0.28977549259011237,0.1112397135638297,0.019399650304923754,0.13928262743401904,1.0,0.09356074751080479,24,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
122,0.11259426279712123,0.3355506858838486,0.11386534219187269,0.02009844944055409,0.14176900028057646,2.0,0.09356074751080479,24,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
123,0.10688502999329548,0.3269327606608054,0.11245857822746579,0.01988686424062329,0.14102079364626796,3.0,0.09356074751080479,24,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
124,0.07408880301147955,0.2721925844167683,0.11536255726858602,0.020787094713040258,0.144177303043996,4.0,0.09356074751080479,24,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
125,0.08780270694252605,0.2963152155096428,0.11331911870656475,0.020269762072637927,0.14237191462025764,0.0,0.08907147203800628,25,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
126,0.07688508849623361,0.27728160504482374,0.11274179970958342,0.020012337631637518,0.14146496962724558,1.0,0.08907147203800628,25,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
127,0.09110147258268705,0.30183020488792545,0.11318551577302596,0.019780571055853853,0.1406434181035638,2.0,0.08907147203800628,25,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
128,0.08115075190151497,0.28486971039672676,0.11504814797247787,0.02080914677886323,0.1442537582833225,3.0,0.08907147203800628,25,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
129,0.1049884650991791,0.32401923569315927,0.11441163373453249,0.020219048288216405,0.14219369988932845,4.0,0.08907147203800628,25,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
130,0.08887107366406614,0.2981125184625197,0.11507161734834881,0.02084357720571843,0.14437304875120713,0.0,0.0929799159847738,26,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
131,0.08545432650467921,0.29232571988225603,0.11180259337521234,0.019621653227248063,0.14007731160772632,1.0,0.0929799159847738,26,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
132,0.09379856260970845,0.30626550999044677,0.11347323313891795,0.019983399803845173,0.1413626534974679,2.0,0.0929799159847738,26,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
133,0.10442473042922476,0.32314815554049625,0.11262334279020476,0.01987930370788567,0.14099398465142288,3.0,0.0929799159847738,26,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
134,0.08887265562128,0.29811517173951413,0.11431337341196939,0.020316629248840437,0.1425364137644849,4.0,0.0929799159847738,26,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
135,0.08576469114838337,0.2928560928995389,0.11461861714972596,0.020722249145954705,0.14395224606081944,0.0,0.08808977454578022,27,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
136,0.09064001334211993,0.3010647992411599,0.11056186507462647,0.019206009390214322,0.13858574742813318,1.0,0.08808977454578022,27,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
137,0.0863645819104207,0.2938785155645453,0.11373354537282399,0.020075067845716534,0.1416865125751796,2.0,0.08808977454578022,27,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
138,0.08322842241471944,0.28849336632706035,0.11474443029110723,0.020701272055834517,0.14387936633108486,3.0,0.08808977454578022,27,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
139,0.0909198916808722,0.30152925509952133,0.11516498502389017,0.02049523799168018,0.14316158001251655,4.0,0.08808977454578022,27,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
140,0.08166006733410876,0.28576225666471206,0.11260196278243426,0.01985988813340721,0.1409251153393433,0.0,0.08899939906406522,28,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
141,0.09186184246327198,0.3030871862406459,0.11245467018727087,0.01997449041576592,0.14133113746010084,1.0,0.08899939906406522,28,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
142,0.10880901445520712,0.3298621143071861,0.11185065459692482,0.019423981635598154,0.1393699452378387,2.0,0.08899939906406522,28,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
143,0.07770474019150339,0.27875569983679865,0.11698220063059286,0.021590013532698456,0.14693540598745577,3.0,0.08899939906406522,28,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
144,0.08065263692080282,0.2839940790241987,0.11432111465942545,0.020249440962919595,0.14230053043794177,4.0,0.08899939906406522,28,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
145,0.08732499922912677,0.29550803581142554,0.11318475989618157,0.02010657579056464,0.14179765791635854,0.0,0.08714910900910941,29,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
146,0.0751793632339444,0.2741885541629052,0.11253533405110386,0.019855157466787534,0.14090833001205974,1.0,0.08714910900910941,29,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
147,0.1009683693496533,0.3177552034973673,0.11377182119907896,0.020083475531663397,0.14171617949854348,2.0,0.08714910900910941,29,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
148,0.08341004147025351,0.2888079664244972,0.11244031153816916,0.01990126836790883,0.14107185533588487,3.0,0.08714910900910941,29,no_music_list_manual_annot,egemaps_all_audio_duration_1_random,All
